ID,RBD,LONGITUD,LATITUD,NOM_RBD
675,839,-70.84384900000001,-30.752781000000000,ESCUELA CHILECITO
676,840,-70.74593812,-30.85663981,ESCUELA OMAR ELORZA SMITH
677,841,-70.78229523,-30.88600922,ESCUELA PULPICA
679,843,-70.78086900000000,-30.566900000000000,ESCUELA LOS PERALES DE CAMPANARIO
680,844,-70.82946800000001,-30.703470000000000,ESCUELA PARTICULAR CERRILLOS DE RAPEL
681,845,-71.00035900000000,-31.178221000000000,LICEO SAMUEL ROMAN ROJAS
682,847,-71.00128900000000,-31.175550000000000,ESCUELA BASICA AMERICA
683,848,-71.01116900000000,-30.880289000000000,ESCUELA ALEJANDRO CHELEN ROJAS
684,849,-70.95639799999999,-31.091921000000000,ESCUELA BASICA JUANITA FERNANDEZ SOLAR
685,850,-71.04064200000001,-31.042721000000000,ESCUELA JUAN LUIS SAN FUENTES
686,851,-71.06774100000000,-30.954081000000000,ESCUELA BASICA ARTURO PEREZ CANTO
687,852,-71.16045400000000,-31.116980000000000,ESCUELA BASICA PEDRO DE VALDIVIA
689,854,-71.05156099,-31.3159761,ESCUELA RAFAEL SOTOMAYOR
690,856,-71.12563973,-31.1828172,ESCUELA IRENE MORALES
691,857,-71.02438400000000,-30.898920000000000,ESCUELA LOS MORALES
692,859,-71.18801100000000,-30.910450000000000,ESCUELA REBECA MATTE DE INIGUEZ
694,862,-70.89394400000000,-31.055670000000000,ESCUELA ESTRELLA DE BELEN
695,864,-71.01577800000000,-31.241550000000000,ESCUELA BASICA VIOLETA PARRA SANDOVAL
696,865,-71.21302799999999,-31.085569000000000,ESCUELA BASICA DANIEL BARROS GREZ
697,866,-71.00208788,-31.17784473,ESCUELA BASICA OSCAR CASTRO ZUNIGA
698,867,-70.89971775,-30.9425464,ESCUELA SAN JUDAS TADEO DE CARCAMO
699,868,-70.97875999999999,-31.203791000000000,ESCUELA AMERICA DE SUR
700,869,-71.14163200000000,-31.073990000000000,ESCUELA BASICA REBECA PONCE DE LEON V.
701,870,-71.00153400000001,-31.261410000000000,ESCUELA BASICA CAMILO HENRIQUEZ GONZALEZ
702,871,-70.92051700000000,-31.103809000000000,ESCUELA BASICA LUIS ENRIQUE BOU PEREZ
703,872,-71.11036700000000,-31.108820000000000,ESCUELA BASICA ROSITA OHIGGINS
704,874,-71.04401,-31.23446,ESCUELA BASICA LAURITA VICUNA
705,875,-70.90685300000000,-31.000389000000000,ESCUELA BASICA PEDRO LIRA RENCORET
706,876,-71.18884300000001,-30.949610000000000,ESCUELA BASICA CLAUDIO MATTE
707,878,-71.19846872,-31.06631848,ESCUELA JOSE JOAQUIN VALLEJOS
708,879,-71.17722300000000,-31.030649000000000,ESCUELA BASICA BENJAMIN VICUNA MACKENNA
